!	AVD;NA;CARDA;ADJA;APPR;--;DIA;FM
!?	VMFIN;PPER;PG;VAFIN;VVPP;VVFIN
%.kleidet	VVIMP
Cayphas	FM
Cecilia	NE
Ceciliae	NE
Cecilie	NE
Cecilien	NE
Ceciliê	NE
Ceciljenlant	NE
Cedar	NE
Cedius	NE
Cediô	NE
Cedron	NE
Cedâr	NE
Celestinô	NE
Celidis	NE
Celidomas	NE
Celidonias	NE
Celidê	NE
Celilien	NE
Celina	NE
Celle	NE
Celsium	FM
Celsius	NE
Cenonenses	NE
Centipus	NE
Centurio	NE
Cenubelis	NE
Cenubiles	NE
Cerberum	NE
Cernubiles	NE
Cesare	NE
Cesaream	NE
Cesari	FM
Cesaria	NE
Cetim	NE
Ceusis	NE
Chaldaea	NE
Chaldeen	NE
Chaldei	NE
Chaldeis	NE
Chaldeî	NE
Cham	NE
Chames	NE
Cheruben	NE
Cherubin	NE
Cherubîn	NE
Chorintia	NE
Chorrozani	NA
Chorê	NE
Chrisostomus	NE
Christe	NA;NE
Christe*	NE
Christes	NE
Christi	NE
Christi*	NE
Christianes	NE
Christianus	NE
Christinen	NE
Christiân	NE
Christo	NE
Christo*	NE
Christoffeln	NE
Christophorî	NE
Christum	NE
Christus	NE;FM
Christî	NE
Christô	NE
Christû	NE
Chusi	NE
Chyron	NE
Cicia	NE
Cicillanor	NE
Cicirôn	NE
Cicirône	NE
Ciclopen	NA
Ciclops	NA
Cicrops	NE
Cilicia	NE
Ciprus	NE
Circe	NE
Circen	NE
Ciriacus	NE
Ciriacî	NE
Cirilla	NE
Cirionis	NE
Ciron	NE
Cirrus	NE
Cirus	NE
Citels	NE
Citherus	NE
Citherô	NE
Clamersê	NE
Clapamorses	NE
Clareanus	NE
Clargirz	NE
Clargis	NE
Claricia	NE
Clariens	NE
Clarmîe	NE
Clarmîn	NE
Clarmînen	NE
Claudii	NE
Clauditte	NE
Claudius	NE
Claudiô	NE
Claugestian	NE
Clemens	NE
Clemense	NE
Clemensen	NE
Clementem	NE
Clementen	NE
Clementis	NE
Cleopatra	NE
Cleopatre	NE
Cleopatren	NE
Cleophae	NE
Cleophas	NE
Cleophe	NE
Climonâ	NE
Clinsor	NE
Clinsoren	NE
Clitemestra	NE
Clitemestrê	NE
Cloti	FM
Clâmidê	NE
Clârinschanze	NE
Cointae	FM
Colmar	NE
Colonia	NE
Colonja	NE
Colonjâ	NE
Colonjê	NE
Colophon	NE
Columbae	NE
Columben	NE
Commercy	NE
Concordia	NE
Concordiî	NE
Conia	NE
Conlatinus	NE
Constantinopel	NE
Constantinopele	NE
Constantinopole	NE
Constantinopolim	NE
Constantinopolisen	NE
Constantinopolitana	NE
Constantinum	NE
Constantinus	NE
Constantinî	NE
Constantinô	NE
Constantius	NE
Constantiô	NE
Constantîn	NE
Constantîne	NE
Constanze	NE
Constinopele	NE
Copsinum	NE
Corby	NE
Corderes	NE
Corders	NE
Corintia	NE
Corintiam	NE
Corintus	NE
Corinêis	NE
Cornancîe	NE
Cornelii	FM
Cornelise	NE
Cornelius	NE
Corneliî	FM
Corneljus	NE
Cornelîî	NE
Cornubiles	NE
Cosdra	NE
Cosdram	NE
Cosdras	NE
Cotici	FM
Cratoni	FM
Crelus	NE
Crepeus	NE
Crescentis	NE
Crescentiî	NE
Crescentîâ	NE
Creusa	NE
Crippia	NE
Crises	NE
Crisogonô	NE
Crisora	NE
Crisos	NE
Crispî	NE
Cristinen	NE
Crocagensis	NE
Cruselere	NE
Crâthôn	NE
Crâtôn	NE
Crête	NA;NE
Cundrîe	NE
Cundrîen	NE
Cundwîr amûrs	NE
Cundwîr âmûrs	NE
Cupesus	NE
Cur	NE
Curlenes	NE
Curnewâle	NE
Cursabile	NE
Cursable	NE
Curus	NE
Curvenâl	NE
Curvenâlen	NE
Cus	NE
Cyneras	NE
Cypre	NE
Cypri	NE
Cyprianus	NE
Cypro	NE
Cyprum	FM
Cyriaci	NE
Cyriacus	NE
Cyrilli	FM
Cyrillus	NE
Cyrinô	NE
Cyrum	NE
Cyrus	NE
Cytes	NE
Cythia	NE
Cytiam	NE;FM
Câto	NE
Cæsar	NE
Cæsaream	NE
Cæsarem	NE
Cæsares	NE
Cæsaris	NE
Cêcilje	NE
Cêlêôn	NE
Cêlêônem	NE
Cêsar	NE
Cêsarea	NE
Cêsarem	NE
Cêsares	NE
Cêsari	NE
Cêsaris	NE
Cîteaux	NE
Daclym	NE
Daclyme	NE
Dafrosae	FM
Dagon	NE
Dagone	NE
Dahs	NE
Dahsen	NE
Dahses	NE
Dalen	NE
Dalida	NE
Dalila	NE
Dalmanutha	NE
Dalmazia	NE
Dalvergie	NE
Damas	NE
Damasce	NE
Damasco	NE
Damascum	NE
Damascus	NE
Damascô	NE
Damaske	NE
Damaskô	NE
Damiani	FM
Damor	NE
Dan	NE
Danais	NE
Dancrât	NE
Dancwart	NE
Dancwarten	NE
Dane	NE
Dania	NE
Daniel	NE
Daniele	NE
Danielem	NE
Danielen	NE
Danieles	NE
Danieli	NE
Danieln	NE
Daniels	NE
Danke	NE
Dardanides	NE
Dares	NE
Darien	NE
Daries	NE
Darieses	NE
Darion	NE
Darios	NE
Daris	NE
Darium	NE
Darius	NE
Dariuses	NE
Dariô	NE
Dariôs	NE
Darkania	NE
Daschbach	NE
Daschbacher	NA
Dassele	NE
Data	NE
Datan	NE
Dathan	NE
Dathanen	NE
Datianus	NE
Datianô	NE
Davalûn	NE
Daverberc	NE
Davides	NE
Davit	NE
Davîdes	NE
Dayron	NE
Decentîus	NE
Deciane	NE
Deciano	NE
Decianus	NE
Decium	NE
Decius	NE
Deciô	NE
Deckenbecken	NE
Deckendorf	NE
Deden	NE
Degenhart	NE
Degenharte	NE
Degenlîn	NE
Degiô	NE
Deiphebum	NE
Deiphebus	NE
Delkelnheim	NE
Delon	NE
Delos	NE
Delphos	NE
Demetrium	NE
Demetrius	NE
Demetriô	NE
Demophon	NE
Demples	NE
Denemarke	NE
Denkingen	NA
Denzenrode	NE
Derinouwe	NE
Derne	NE
Desiderii	FM
Deus	FM
Deusen	NE
Deuteronomio	FM
Develîne	NE
Diana	NE
Dianen	NE
Diascordes	NE
Dicke	--
Didaschali	NE
Didendorf	NE
Didimus	NE
Diebalt	NE
Diebolt	NE
Diedenhoven	NE
Diemut	NE
Diepach	NE
Diepolten	NE
Dietbaldes	NE
Dietbirga	NE
Dietbreht	NE
Dietbrehte	NE
Dietbrehten	NE
Diete	NE
Dietel	NE
Dietenbach	NE
Dietenhofen	NE
Dietenhoven	NE
Dieterich	NE
Dieteriche	NE
Dieterichen	NE
Dieteriches	NE
Dieterîch	NE
Dieterîche	NE
Dieterîchen	NE
Dieterîches	NE
Diethart	NE
Diethelm	NE
Diethelmes	NE
Diether	NE
Diethere	NE
Dietheren	NE
Dietherichen	NE
Dietleiben	NE
Dietleip	NE
Dietmar	NE
Dietmarkete	NE
Dietmuot	NE
Dietmâr	NE
Dietmâre	NE
Dietmâren	NE
Dietmâres	NE
Dieto	NE
Dietrich	NE
Dietrîch	NE
Dietrîche	NE
Dietrîchen	NE
Dietrîches	NE
Diezen	NE
Diezolt	NE
Diezâre	NE
Diezære	NA
Digna	NE
Dilen	NE
Dilingær	NA
Dille	NE
Dimas	NE
Dimatzfürt	NE
Dimena	NE
Dimothêne	NE
Dimothênes	NE
Dina	NE
Dinam	NE
Dinasdanres	NE
Dingolfinc	NE
Diocletianus	NE
Diocletianô	NE
Dioclêtîânus	NE
Diomedeam	NE
Diomedem	NE
Diomeden	NE
Diomedes	NE
Diomedis	NE
Diomedê	NE
Diomedî	NE
Diomêde	NE
Dionisien	NE
Dionisii	NE
Dionisius	NE
Dionisiî	NE
Diopargite	NE
Dioscoriî	NE
Dioscorum	NE
Dioscorî	NE
Dirmestein	NE
Dismas	NE
Disternich	NE
Ditmehûsen	NE
Ditz	NE
Ditze	NE
Diusburc	NE
Diuseburc	NE
Diuseburge	NE
Diutische	NA
Diutischen	NA
Diutischlant	NE
Diutschlant	NE
Diutze	NE
Diuze	NE
Dize	NE
Dizelîn	NE
Doc	NE
Dodineas	NE
Dodines	NE
Doech	NE
Doleise	NE
Dollendorf	NE
Dolodageles	NE
Dolon	NE
Domekretiî	NE
Domerius	NE
Domiciani	FM
Domicius	NE
Domini	FM
Dominicum	NE
Dominicus	NE
Dominicî	NE
Dominikus	NE
Dominkus	NE
Domâs	NE
Domîcîânus	NE
Donalt	NE
Donati	FM
Donatillae	NE
Donatum	NE
Donatî	NE
Donion	NE
Doriun	NE
Dorkanivessen	NE
Dormalôten	NE
Dormus	NE
Dornburc	NE
Dorneswîlre	NE
Doroschalcus	NE
Dorothea	NE
Dorotheae	FM
Dorswîlre	NE
Dotheim	NE
Dreisbach	NE
Dreise	NE
Driedorf	NE
Drivels	NE
Droune	NE
Drulshagen	NE
Drusiana	NE
Drusianam*	NE
Drusus	NE
Drusî	NE
Duden	NE
Duglas	NE
Duisburc	NE
Duisburger	NE
Dulzmâr	NE
Dungede	NE
Duran	NE
Durendart	NE
Durendarte	NE
Durendarten	NE
Durenstuolere	NA
Duringen	NA
Duringenlant	NE
Duringheim	NE
Durndart	NE
Durndarte	NE
Durndarten	NE
Durwîlre	NE
Dusmonde	NE
Duzabêl	NE
Duzabêle	NE
Duzabêlen	NE
Dyonisii	FM
Dâthân	NE
Dâvit	NE
Dâvîde	NE
Dâvîden	NE
Dâvîdes	NE
Dâvîds	NE
Dâvîdus	NE
Dâvîdî	NE
Dâvît	NE
Dêsidêrîus	NE
Dêsîderium	NE
Dîanazdrûn	NE
Dîens	NE
Dîna	NE
Dîonîsen	NE
Dôrîlâus	NE
Dôêch	NE
Dûde	NE
Dûdechen	NE
Dûne	NE
Dûnen	NE
Dûren	NE
Düren	NE
Dürinc	NA
Düringe	NA
Düringen	NA;NE
Düringene	NE
Düringenlant	NE
Dürrenboume	NE
E\lîosdros	NE
E`ggeharten	NE
E`ggenmül	NE
E`ggolv	NE
Ebelen	NE
Ebelînen	NE
Ebenete	NE
Eber	NE
Eberhart	NE
Eberharte	NE
Eberharten	NE
Eberhartes	NE
Eberholde	NE
Eberholdes	NE
Eberholt	NE
Eberstein	NE
Ebingen	NA
Eblîn	NE
Ebner	NE
Ebnerin	NE
Ebo	NE
Eboean	NE
Ebringen	NA
Ebringær	NA
Ebron	NE
Ecclesiasticus	NE
Eckelman	NE
Eckelmannes	NE
Ecken	NE
Eckerichen	NE
Ector	NE
Ectore	NE
Ectorem	NE
Ectores	NE
Ectori	NE
Ectoris	NE
Ectorê	NE
Ectorî	NE
Ecuba	NE
Ecubam	NE
Ecubâ	NE
Eddinchoven	NE
Edengre	NE
Edessa	NE
Edesse	NE
Edom	NE
Edome	NE
Edya	NE
Edyam	NE
Effesus	NE
Effesô	NE
Effigdon	NE
Efraim	NE
Efram	NE
Efrem	NE
Egeas	NE
Egeris	NE
Egersdorf	NE
Egeum	NE
Eggerîch	NE
Egial	NE
Egidie	NE
Egidien	NE
Egidium	NE
Egidius	NE
Egipte	NE
Egiptelande	NE
Egiptelant	NE
Egipten	NE
Egiptene	NE
Egiptenen	NE
Egiptenes	NE
Egiptenlande	NE
Egiptenlandes	NE
Egiptenlant	NE
Egipto	NE
Egiptum	NE
Egiptus	NE
Egiptî	NE
Egiptô	NE
Egiste	NE
Egistis	NE
Egistus	NE
Egistô	NE
Eglippus	NE
Egypto	NE
Egyptum	NE
Egêas	NE
Ehder	NE
Ehkunat	NE
Ehtichestein	NE
Eibe	NE
Eiche	NE
Eichstet	NE
Eigel	NE
Eigelkoven	NE
Einenberc	NE
Einolf	NE
Einolfes	NE
Eistat	NE
Eisterer	NE
Eistet	NE
Eistete	NE
Ekbatanîs	NE
Ekhart	NE
Ekkerich	NE
Elainiter	NE
Elamiten	NA
Elargis	NE
Elasippi	FM
Elbe	NE
Elben	NE
Elbervelde	NE
Eleasapch	NE
Eleasar	NE
Eleazar	NE
Eleazarî	NE
Elefantine	NE
Elena	NE
Elenam	NE
Elenus	NE
Elenze	NE
Elenâ	NE
Elenô	NE
Eleusur	NE
Eleutheriî	FM
Eleê	NE
Eli	NE
Eliacus	NE
Eliae	NE
Eliam	NE
Elias	NE
Eliechim	NE
Eliezer	NE
Elikorum	NE
Elimant	NE
Elisabet	NE
Elisabetch	NE
Elisabete	NE
Elisabeten	NE
Elisabêt	NE
Elisabêtch	NE
Elisabête	NE
Elisabêten	NE
Elisabêth	NE
Elisabêthe	NE
Elisamâr	NE
Elisebêten	NE
Eliseus	NE
Elizer	NE
Eliê	NE
Eljachem	NE
Eljut	NE
Elkerhûsen	NE
Elladia	NE
Ellenbach	NE
Ellenberc	NE
Elli	NE
Elmadan	NE
Elmodan	NE
Elnere	NE
Elon	NE
Elsa	NE
ElsbÉt	NE
ElsbÉten	NE
Else	NE
Elsebê	NE
Elsebên	NE
Elsen	NE
Elsentroye	NE
Elsezzær	NA
Elsezzærs	NA
Elswîlre	NE
Elsân	NE
Elsâzen	NE
Elvewine	NE
Elz	NE
Elza	NE
Elzach	NE
Elzazen	NE
Elze	NE
Emacia	NE
Eman	NE
Emanuel	NE
Emaus	NE
Emeche	NE
Emelcus	NE
Emelrich	NE
Emerencianae	FM
Emerenciane	NE
Emerich	NE
Emeriche	NE
Emericho	NE
Emerîche	NE
Emerîchen	NE
Emiche	NE
Emichen	NE
Emicho	NE
Emiliani	FM
Emilianî	NE
Emilius	NE
Emmanuel	NE
Emmeram	NE
Emmerammi	NE
Emmerche	NE
Emmerchen	NE
Emmor	NE
Emunt	NE
Encalegon	NE
Endecrist	NE
Endekrist	NE
Endelsdorf	NE
Endenberc	NE
Enderis	NE
Enderkador	NE
Endingen	NA
Endore	NE
Eneam	NE
Eneas	NE
Enelyacas	NE
Eneâ	NE
Enforbius	NE
Enfreis	NE
Engaddi	NE
Engaddy	NE
Engelbreht	NE
Engelbrehte	NE
Engelbrehtes	NE
Engelirs	NE
Engelirsen	NE
Engellanden	NE
Engellant	NE
Engelmannes	NE
Engelris	NE
Engliers	NE
Engrîs	NE
Eniche	NE
Eniches	NE
Enimutingen	NA
Enkerich	NE
Enkerichen	NE
Enmettingen	NA
Enoch	NE
Enoz	NE
Ense	NE
Enselntheim	NE
Ensvride	NE
Ensvridus	NE
Entenberc	NE
Eolis	NE
Eomulus	NE
Ephesum	NE
Ephesus	NE
Ephesô	NE
Ephraim	NE
Ephraimen	NE
Ephraimes	NE
Ephremes	NE
Epicerî	NE
Epicurus	NE
Epiphania	FM
Epiphanii	FM
Epirus	NE
Episcopi	FM
Epistropum	NE
Epistropus	NE
Epium	NE
Epius	NE
Epolini	FM
Eppendorf	NE
Eppenstein	NE
Epternacô	NE
Eraclius	NE
Erasme	NE
Erasmen	NE
Erasmi	NE
Erasmun*	NE
Erasmus	NE
Erasmô	NE
Erbach	NE
Ercule	NE
Erculen	NE
Ercules	NE
Erculî	NE
Erebus	NE
Erec	NE
Ereces	NE
Ereinpolim	NE
Ereus	NE
Erewîn	NE
Erfes	NE
Ergoltinc	NE
Ergoltsbecke	NE
Erigenâ	NE
Erioch	NE
Erion	NE
Erkenbreht	NE
Erkengêr	NE
Erkules	NE
Erlebolden	NE
Ermagoras	NE
Ermines	NE
Erminê	NE
Ermiona	NE
Ermionam	NE
Ermionen	NE
Ermogenes	NE
Ermolaî	NE
Ermon	NE
Ermrîch	--
Ernest	NE
Ernestes	NE
Erperode	NE
Erscheit	NE
Ertelhovær	NA
Erwine	NE
Erwîn	NE
Erwîne	NE
Erwînes	NE
Esaias	NE
Esau	NE
Esaues	NE
Esayas	NE
Esch	NE
Eschebach	NE
Eschelhovær	NA
Eschelhoværes	NA
Eschenbach	NE
Eschermunt	NE
Esdram	NE
Esdras	NE
Esdrelon	NE
Esebon	NE
Esiona	NE
Esionam	NE
Esionen	NE
Esionâ	NE
Esiônen	NE
Esli	NE
Espech	NE
Esrames	NE
Esras	NE
Esrom	NE
Ester	NE
Esther	NE
Estorgant	NE
Estorken	NE
Estropiz	NE
Estônje	NE
Esôn	NE
Et	KON
Etan	NE
Etech	NE
Ethan	NE
Ethichestein	NE
Ethiopia	NE
Ethiopiam	NE
Ethra	NE
Etna	NE
Etzel	NE
Etzelen	NE
Etzenbach	NE
Eucharium	NE
Eudoria	NE
Eudoxia	NE
Eufemem	NE
Eufemes	NE
Eufenissam	NE
Eufimacus	NE
Eufranon	NE
Eufrate	NE
Eufraten	NE
Eufrates	NE
Eufrâtêischen	--
Eugene	NE
Eugeni	NE
Eugeniae	NE
Eugenius	NE
Eugeniî	NE
Eugeniô	NE
Eulaliae	FM
Eumenia	NE
Eunuchus	NE
Euphrasiae	FM
Euplî	NE
Euprepia	NE
Eurialus	NE
Euriolus	NE
Euripilus	NE
Europa	NE
Eusebius	NE
Eusebiî	NE
Eustatis	NE
Eustochii	FM
Euthicianus	NE
Euthicianî	NE
Eva	NE
Evae	NE
Evam	NE
Evangelista	NE
Evas	NE
Evasen	NE
Evases	NE
Eve	NE
Even	NE
Everdingen	NA
Evilmerodach	NE
Evâ	NE
Evê	NE
Ewen	NE
Ewersiden	NE
EwilMerodach	NE
Examerôn	NE
Exodo	NE
Exodus	NE
Exodô	NE
Exuperantium	NE
Exuperantiî	NE
Exuperantiô	NE
Ezechiam	NE
Ezechias	NE
Ezechiel	NE
Ezechielem	NE
Ezechielen	NE
Ezechieles	NE
Ezechieli	NE
Ezechiels	NE
Ezechielî	NE
Ezenîe	NE
Ezzental	NE
Faber	NE
Fabianes	NE
Fabiani	NE;FM
Fabianus	NE
Fabiî	NE
Falbînen	NE
Falede	NE
Faleie	NE
Falsaron	NE
Falsarones	NE
Falsarotes	NE
Falsen	NE
Famel	NE
Fanianus	NE
Fases	NE
Faustinianum	NE
Faustinianus	NE
Faustinianô	NE
Faustinus	NE
Faustinî	NE
Faustus	NE
Februaris	FM
Februarius	NA
Feirefîz	NE
Felicis	NE;FM
Felicissimus	NE
Felicitas	NE
Felix	NE
Felîcissimus	NE
Femenîe	NE
Fenesteus	NE
Fenice	NE
Fenicen	NE
Fenix	NE
Ferren	NE
Ferrugius	NE
Ferucius	FM
Festî	NE
Fia	NE
Fice	NE
Fierliûn	NE
Filemenis	NE
Filemenîs	NE
Filithoas	NE
Filitoas	NE
Filitos	NE
Finees	NE
Finzels	NE
Fion	NE
Fiones	NE
Firmenoise	NA
Firminî	NE
Firmî	NE
Flanderen	NE
Flandern	NE
Flavius	NE
Flehsen	NE
Floir	NE
Floires	NE
Florentius	NE
Florentiî	NE
Florentînus	NE
Florinî	NE
Florinô	NE
Flors	NE
Florse	NE
Floræte	NE
Flâvius	NE
Flæminge	NA
Flôrîe	NE
Focas	NE
Focidis	NE
Forbande	NE
Forenses	NE
Formianam*	NE
Formias	NE
Formosus	NE
Fortinus	NE
Fortuna	NE
Fortunatum*	NE
Francia	NE
Francrîche	NE
Franke	NE
Franken	NA;NE
Frankenvurt	NE
Franko	NE
Franze	NE
Franzen	NA
Franziscus	NE
Franzisken	NE
Franzois	NA
Franzoise	NA
Franzoisen	NA
Franzoiser	NA
Franzoisære	NA
Friderich	NE
Fridriche	ADJA
Fridriches	NE
Friesen	NA
Frigia	NE
Frigien	NE
Frimutel	NE
Frimutels	NE
Frisce	NE
Friscenrîche	NE
Friscâ	NE
Frisen	NA
Fritzen	NE
Fritzlar	NE
Frixenlande	NE
Frounengeln	NE
Fructuosae	FM
Frîdanc	NE
Frîûl	NE
Fua	NE
Fuldê	NE
Fulgentiî	FM
Fulko	NE
Fulkonem	NE
Funas	NE
Fundan	NE
Fundevalle	NE
Furbach	NE
Furia	NE
Fyson	NE
Fôre	NE
Füzzen	NE
Gabaa	NE
Gabaon	NE
Gabriel	NE
Gabriele	NE
Gabrielem	NE
Gabrîêl	NE
Gabrîêle	NE
Gabrîêlem	NE
Gabrîêles	NE
Gabrîêli	NE
Gabrîêls	NE
Gafienes	NE
Gahares	NE
Gaherjêtes	NE
Gahmuret	NE
Gahmurete	NE
Gahmureten	NE
Gahmuretes	NE
Gaiol	NE
Gaius	NE
Galaat	NE
Galathea	NE
Galatheâ	NE
Galatia	NE
Galatiam	NE
Galba	NE
Galeis	NE
Galeise	NE
Galenses	NA;NE
Galepch	NE
Galephen	NE
Galezprize	NE
Galicia	NE
Galile	NE
Galilea	NE
Galileae	NE
Galileam	NE
Galiles	NE
Galileâ	NE
Galilê	NE
Galilêî	NA
Galitiam	NE
Galizien	NE
Galle	NE
Gallen	NE
Galli	NE
Gallia	NE
Gallien	NE
Gallienes	NE
Gallienus	NE
Galliis	FM
Gallus	NE
Gallîênus	NE
Galphâge	NE
Galâtîam	NE
Galîe	NE
Galîen	NE
Gamaliel	NE
Gamalieles	NE
Gamalieli	NE
Gamalîêl	NE
Gamaret	NE
Gamarke	NE
Gamaroch	NE
Gandîn	NE
Gangericî	NE
Ganges	NE
Gangolv	NE
Gangolves	NE
Ganjas	NE
Gant	NE
Gapadotia	NE
Garama	NE
Gargan	NE
Gargarie	NE
Gargariz	NE
Gari	NE
Garmes	NE
Garniers	NE
Garpîn	NE
Garschiloye	NE
Garzwîlre	NE
Gaschier	NE
Gaschiere	NE
Gat	NE
Gawan	NE
Gaza	NE
Gazam	NE
Gazen	NA
Gebehart	NE
Gebehartes	NE
Geben	NE
Gebenen	NE
Gebenes	NE
Gebeno	NE
Gebewîn	NE
Gebewînen	NE
Gebhartshân	NE
Gedeon	NE
Gedeonis	NE
Gedeône	NE
Gedeônen	NE
Gedrout	NE
Geggingen	NA
Gehenna	NE
Geilenbach	NE
Geilenhûsen	NE
Geilenhûsær	NA
Gekele	NE
Gekelen	NE
Gelderen	NE
Gelenhûsen	NE
Gelle	NE
Gelre	NE
Gelren	NE
Gelsdorf	NE
Gemelin	NE
Gemmersheim	NE
Geneasin	NE
Genefove	FM
Genelun	NE
Genelune	NE
Genelunen	NE
Genelunes	NE
Genelûn	NE
Genelûne	NE
Genelûnen	NE
Genelûnes	NE
Genesi	NE
Genesis	NE
Genesiî	NE
Genesî	NE
Geneta	NE
Genezaretch	NE
Genilia	NE
Genselîn	NE
Genselînes	NE
Genuære	NA
Genuê	NE
Genzan	NE
Geon	NE
George	NE
Georgen	NE
Georgien	NE
Georgii	NE
Georgio	NE
Georgius	NE
Georgiî	NE
Georje	NE
Georjen	NE
Georrise	NE
Gerando	NE
Gerart	NE
Gereone	NE
Gereonis	NE
Gergeis	NE
Gergers	NE
Gergis	NE
Gerglano	NE
Gerglant	NE
Gerhart	NE
Germania	NE
Germanicii	FM
Germanikus	NE
Germano	NE;FM
Germanî	NE
Gern	NE
Gernegrôz	NE
Gernis	NE
Gernises	NE
Geroltsecke	NE
Gersan	NE
Gersiz	NE
Gertrût	NE
Gertût	NE
Gerunc	NE
Gerunde	NE
Gerundo	NE
Gervasius	NE
Gerîon	NE
Gesselær	NE
Gesê	NE
Gesên	NE
Gethsemane	NE
Getsæmanê	NE
Getsæmanî	NE
Gewarte	NE
Gewolf	NE
Gezabel	NE
Gezi	NE
Gibeche	NE
Gibechen	NE
Gideonis	NE
Gielise	NE
Gienger	NE
Giflet	NE
Giganden	NE
Gigenberc	--
Gilbert	NE
Gileat	NE
Giles	NE
Gilge	NE
Gilges	NE
Gilhelm	NE
Gilhelmen	NE
Gilien	NE
Giligen	NE
Gillein	NE
Gillen	NE
Gilles	NE
Gillese	NE
Gillis	NE
Gilot	NE
Gilsdorf	NE
Gilân	NE
Gilâne	NE
Gilîen	NE
Gilîs	NE
Gimnich	NE
Ginganbertîn	NE
Girabobê	NE
Girabobês	NE
Girarte	NE
Girfein	NE
Girfeine	NE
Girnas	NE
Gise	NE
Giselbreht	NE
Giselbrehte	NE
Giselbrehtes	NE
Giselhardtriet	NE
Gisen	NE
Giuse	NE
Giusen	NE
Glancon	NE
Glancones	NE
Glanen	--
Glaner	NE
Glaners	NE
Glatte	NE
Glauca	NE
Glaucon	NE
Glaucum	NE
Glaucus	NE
Gleris	NE
Glessen	NE
Glettinnen	NE
Gletzlîn	NE
Glibon	NE
Glichezaere	NE
Gloria	NE
Gloter	NE
Gluele	NE
Glêne	NE
Glîne	NE
Godefridus	NE
Godeles	NE
Godelman	NE
Godin	NE
Godîn	NE
Godîne	NE
Godînen	NE
Godôlîas	NE
Goeli	NE
Gogellînes	NE
Golgatha	NE
Golias	NE
Goliê	NE
Golle	NE
Gollenhovær	NA
Gollenhovære	NA
Goltohsen	NE
Gomagena	NE
Gomorra	NE
Gordiani	FM
Gorgias	NE
Gorige	NE
Gorigen	NE
Gornewitz	NE
Gors	NE
Goslar	NE
Gotarde	NE
Gotart	NE
Gotebalt	NE
Gotebreht	NE
Gotefride	NE
Gotefrit	NE
Gotehart	NE
Goteharts	NE
Gotel	NE
Goteliep	NE
Gotelinde	NE
Gotelint	NE
Goteschalc	NE
Gotevrid	NE
Gotevride	NE
Gotevriden	NE
Gotevrides	NE
Gotevrit	NE
Gotfrit	NA;NE
Gotlant	NE
Gottenheim	NE
Gottia	NE
Gotvriden	NE
Gotvrit	NE
Goucheshûsen	NE
Gozwin	NE
Gozwîn	NE
Gozwîne	NE
Gozze	NE
Grabengazze	NE
Graecia	NE
Graeciae	NE
Grakto	NE
Gramliep	NE
Grandeleie	NE
Grandon	NE
Gratamunt	NE
Gregorien	NE
Gregorii	NE;FM
Gregorius	NE
Gregorî	NE
Greniche	NE
Grenoden	--
Greste	NE
Gretzige	NE
Greze	NE
Grezer	NE
Griezheim	NE
Grimme	NE
Grimmenrôde	NE
Grindeschorne	NE
Grindlach	NE
Griseis	NE
Grisheim	NE
Griusinger	NE
Griuzlîn	NE
Grozresch	NE
Grumele	NE
Grunberc	NE
Gruonelant	NE
Gruonlant	NE
Gruonouwe	NE
Gruwîn	NE
Grâcîum	NE
Grâcîus	NE
Grâveschaf	NE
Grævenberc	NE
Grêgôri	NE
Grêgôrie	NE
Grêgôrien	NE
Grêgôrio	NE
Grêgôrium	NE
Grêgôrius	NE
Grêgôriî	NE
Grêgôriô	NE
Grêgôrî	NE
Grîfenstein	NE
Grîn	NE
Grînen	NE
Grôze	NE
Grûse	NE
Grünenberc	NE
Gudelman	NE
Gudigedorfe	NE
Guftinges	NE
Gulpene	NE
Gulse	NE
Gumbreht	NE
Gummersbreht	NE
Gundackern	NE
Gundershûsen	NE
Gundesheim	NE
Gundolvingen	NA
Gunen	NE
Guntbarzbert	NE
Gunther	NE
Guntheres	NE
Gunthern	NE
Gunthers	NE
Gunthersbühel	NE
Guode	NE
Guotende	NE
Guotliep	NE
Guotman	NE
Guotwin	NE
Gurmîn	NE
Gurmûn	NE
Guten	NE
Gutscharte	NE
Gwiden	NE
Gwidô	NE
Gwimoten	NE
Gyburc	NE
Gyburge	NE
Gylie	NE
Gylien	NE
Gymeanus	NE
Gâhgunje	NE
Gâjus	NE
Gâlaber	NE
Gâles	NE
Gâwein	NE
Gâweines	NE
Gâwân	NE
Gâwâne	NE
Gâwânen	NE
Gâwânes	NE
Gâza	NE
Gâze	NE
Gâîte	NE
Gâîten	NE
Gêon	NE
Gêrbart	NE
Gêre	NE
Gêrhardes	NE
Gêrhardi	NE
Gêrhart	NE
Gêrharte	NE
Gêrharten	NE
Gêrhartes	NE
Gêrhartestein	NE
Gêrhûs	NE
Gêrhûsen	NE
Gêrlach	NE
Gêrlache	NE
Gêrlachen	NE
Gêrlaches	NE
Gêrmâr	NE
Gêrnôt	NE
Gêrnôte	NE
Gêrnôtersen	NA
Gêrnôtes	NE
Gêrnôtîn	NA
Gêroldsegge	NE
Gêrolt	NE
Gêrolte	NE
Gêrtrûde	NE
Gêrtrûden	NE
Gêrtrût	NE
Gêrtrûte	NE
Gêrtrûten	NE
Gêrunc	NE
Gîdeôn	NE
Gîrsnest	NE
Gîrât	NE
Gîsel	NE
